"X","county_code","population_total","population_density","urbanization_rate","population_per_pharmacy","installations_watersupply","installations_toilet","installations_bathroom","installations_central_heating","installations_network_gas","appartment_area_per_person","appartments_per_1000_persons","persons_per_appartment","persons_per_room","persons_per_library","library_books_per_1000_persons","library_readers_per_1000_persons","library_loans_per_reader","forests_area","unemployed_f","unemployed_m","unemployment_rate","bicycle_paths_per_100km2","bicycle_paths_per_10k_persons","revenues_per_capita","revenues_per_capita_PIT","revenues_per_capita_CIT","expenditures_per_capita","investment_expenditures_per_capita","children_3_5_in_kindergartens","net_scholarization","marriages_per_1000_persons","birthrate_per_1000_persons","net_migrations_per_1000_persons","average_wage_relative","doctors_per_1000_persons","cars_per_1000_persons","motorcycles_per_1000_persons","education_share_higher","education_share_secondary","education_share_vocational","education_share_primary","tourits_per_1000_persons","Longitude","Latitude","min_dist","persons_running_business_per_1_person","entities_registered_per_1_persons","type_of_municipality","PO_percent","Konfederacja_percent","PSL_percent","PIS_percent","SLD_percent","y","population_total_f_ratio_total","frekwencja_wyborcza","population_density_log","population_density_sqrt","revenues_per_capita_PIT_log","SLD_percent_sqrt","healthcare_advices_ratio_total","forests_area_ratio_area_km2","population_0_4_total_percent","population_5_9_total_percent","population_10_14_total_percent","population_15_19_total_percent","population_20_24_total_percent","population_25_29_total_percent","population_30_34_total_percent","population_35_39_total_percent","population_40_44_total_percent","population_45_49_total_percent","population_50_54_total_percent","population_55_59_total_percent","population_60_64_total_percent","population_65_69_total_percent","population_70_74_total_percent","population_75_79_total_percent","population_80_84_total_percent","unemployed_over_50_ratio_population_50_60","beds_in_hospitals_ratio_population","percent_over_60","percent_under_18","percent_over_60_squared","cars_per_1_persons","education_share_higher_neighbours","forests_area_ratio_area_km2_neighbours","frekwencja_wyborcza_neighbours","res"
0,201000,37659,1597.8,100,2092,98.5,98,97.5,87.1,90.6,28.7,444.9,2.25,0.64,18830,2959,143,11.3,75.18,409,352,3.6,157.4,9.85,5312.66,1067.74,56.58,4962.55,142.34,1117,113.11,3.2,-6.04,-5.3,88.5,14.3,613.5,31.4,17.43,35.08,25.51,15.85,427.36,15.5628544843915,51.2599738376905,0.6,0.082291085796224,0.1323,1,0.239479682027906,0.0616487853688365,0.0540330201789983,0.358274501083996,0.222191339151704,0.277772344022583,0.53238269736318,0.60876400735909,7.37638296204794,39.9724905403704,6.97329954418954,0.47137176321,5.37435938288324,3.1325,0.0420882126450517,0.0441328766032024,0.0464961894898962,0.0397780079131151,0.0409994954725298,0.0538251148463847,0.072519185320906,0.0816272338617595,0.0812023686237022,0.0717491170769272,0.0546482912451207,0.0586579569292865,0.0810164900820521,0.0812289227010807,0.0640484346371385,0.0323959744018694,0.0279614434796463,0.0438247011952191,0.00265464732727848,0.286651265301787,0.172495286651265,0.0821689478991155,0.6135,17.43,0.797647058823529,0.565392534240444,-0.122888901007972
1,201000,14967,51.9,0,14967,97.8,97.2,95.3,83.2,28.8,36.3,305.9,3.27,0.64,2495,4849,119,12.2,230.52,149,137,3.1,3.95,7.62,5396.32,926.6,11.74,4859.22,895.71,581,68.29,3.2,-0.6,12.5,88.5,14.3,613.5,31.4,17.43,35.08,25.51,15.85,427.36,15.5717952804333,51.3046923173679,4.87,0.0956103427540589,0.1086,2,0.192350956130484,0.0758476618994054,0.0927205527880443,0.43644544431946,0.149445605013659,-0.0920649731765814,0.50070154339547,0.565392534240444,3.94931879017184,7.20416546173115,6.83152197298255,0.386581951225945,0.904122402619095,0.797647058823529,0.0575933720852542,0.0559898443241799,0.0620030734282087,0.0506447517872653,0.0537849936527026,0.0624039553684773,0.0755662457406294,0.0813122202178125,0.0836506982027126,0.0779715373822409,0.0648092470100889,0.0658114518607603,0.068083116188949,0.05879601790606,0.0374824614151133,0.0175051780583951,0.0152335137302065,0.0368286445012788,0.00265464732727848,0.197100287298724,0.226231041624908,0.0388485232532395,0.6135,16.74375,1.54339626642098,0.520997082608027,-0.176885336973904
2,201000,5156,19.3,0,5156,96.1,93.6,91.8,79.1,0.2,30.9,345.8,2.89,0.64,5156,2921,37,12.6,204,73,46,3.8,0,0,8219.43,690.41,162.36,6318.14,1196.25,662,89.37,2.1,-3.48,-1.4,88.5,14.3,613.5,31.4,17.43,35.08,25.51,15.85,427.36,15.7359279045049,51.4084317218693,20.55,0.049844840961986,0.0673,2,0.129279279279279,0.0527027027027027,0.0693693693693694,0.508108108108108,0.192792792792793,-0.0200006667066695,0.503685027152832,0.528332559219693,2.96010509591084,4.39317652729776,6.53728562402122,0.439081760942985,2.17629945694337,0.761194029850746,0.0459658650116369,0.0496508921644686,0.0525601241272304,0.0446082234290147,0.0574088440651668,0.0653607447633825,0.0723429014740109,0.0766097750193949,0.0781613653995345,0.0758339798293251,0.0541117145073701,0.0705973622963538,0.07622187742436,0.0698215671062839,0.0457719162141195,0.0221101629169899,0.0221101629169899,0.0419906687402799,0.00265464732727848,0.236035686578743,0.192785104732351,0.0557128453386987,0.6135,17.0816666666667,1.376985020293,0.539240057521022,-0.127192360094402
3,201000,14852,84.2,28.1,3713,96.8,95.9,94.4,77.3,14.2,28,305.5,3.27,0.69,2970,2939,48,8.3,251,192,150,3.7,0,0,5067.58,644.43,30.53,4972.4,379,615,84.88,4.1,-0.67,0.5,88.5,14.3,613.5,31.4,17.43,35.08,25.51,15.85,427.36,15.3578527408572,51.2144648559075,11.74,0.07204416913547,0.0871,3,0.157038096941513,0.0772670363083527,0.0960472187444107,0.532999463423359,0.0974780897871579,-0.100083458556983,0.500807971990304,0.487888384832663,4.43319492124828,9.17605579756357,6.46836620515399,0.312214813529336,3.17876380285483,1.42613636363636,0.0550094263398869,0.0551440883382709,0.0587126312954484,0.0512388903851333,0.0568946943172637,0.0637624562348505,0.0776999730676003,0.0859816859682198,0.08167250201993,0.0675329921896041,0.0594532722865607,0.0686102881766765,0.0729868031241584,0.0564907083221115,0.0351467815782386,0.0208052787503367,0.0169674117963911,0.0431125131440589,0.00265464732727848,0.202396983571236,0.22010503635874,0.0409645389587353,0.6135,16.5,1.11055112010283,0.520544400989399,-0.0113031212730973
4,201000,7358,16.8,0,7358,96,95.7,93.9,71.6,4.1,30.8,397,2.52,0.62,1226,6674,167,7.8,43.13,93,82,3.8,0,0,6377.16,786.19,27.93,4837.36,282.14,762,100.15,4.8,-2.15,1.7,88.5,14.3,613.5,31.4,17.43,35.08,25.51,15.85,427.36,15.4183974510883,51.3915812935473,17.24,0.0732536015221528,0.0896,2,0.193830921553694,0.0696877380045697,0.0822543792840823,0.456968773800457,0.156130997715156,0.0880568553911829,0.496738244088067,0.499443620178042,2.82137888640921,4.09878030638384,6.66719849349705,0.39513415154243,5.23348736069584,0.098695652173913,0.0539548790432183,0.0528676270725741,0.0636042402826855,0.0562652894808372,0.0547703180212014,0.0682250611579233,0.08032073933134,0.0860288121772221,0.0830388692579505,0.0778744223973906,0.0573525414514814,0.0592552324001087,0.0638760532753466,0.0578961674368035,0.0368306605055722,0.0160369665670019,0.0159010600706714,0.0477855477855478,0.00265464732727848,0.190540907855395,0.226692035879315,0.0363058375663583,0.6135,16.3442857142857,1.0104878625186,0.506613356584366,0.0270374599525705
5,201000,8532,77.3,0,8532,84.6,83.7,82.5,77.8,21,33.3,411.5,2.43,0.6,2133,5536,84,16.2,144.23,113,89,3.9,7.7,9.96,5173.3,697.88,1.5,5167.64,379.04,666,87.93,2.6,-4.08,0.9,88.5,14.3,613.5,31.4,17.43,35.08,25.51,15.85,427.36,15.7004362819897,51.236412772527,10.52,0.0589545241443976,0.0726,2,0.185218165627783,0.072721875927575,0.0845948352626892,0.494805580290888,0.12051053725141,0.120144311842063,0.506915142991092,0.514960156367464,4.34769395559338,8.79204185613331,6.5480471682117,0.347146276447566,3.46659634317862,1.31118181818182,0.0474683544303797,0.0549695264885138,0.0625879043600563,0.0528598218471636,0.0494608532583216,0.0552039381153305,0.0765353961556493,0.0893108298171589,0.0811064228785748,0.0761837787154243,0.0588373183309892,0.0628223159868729,0.0788795124238162,0.0652836380684482,0.0386779184247539,0.0191045475855602,0.0154711673699015,0.0404624277456647,0.00265464732727848,0.21741678387248,0.217885607126113,0.0472700579094527,0.6135,16.7583333333333,1.2159098098137,0.531799957652404,0.0894941267345839
6,202000,28973,800.1,100,2897,97.4,90.8,88.8,77.9,95.9,25.3,435.7,2.3,0.68,28973,2452,107,19.3,18.08,216,221,2.6,51.37,6.42,5355,779.72,22.15,5420.62,737.41,901,93.75,2.6,-9.67,-2.3,84.9,10,619.9,35.4,16.96,36.14,23.12,16.94,323.39,16.6019552619054,50.673003847001,7.34,0.0697545991095158,0.1083,1,0.272363778910231,0.0568404547236378,0.0706389651117209,0.412700901607213,0.145511564092513,0.0480092191863607,0.533565733614054,0.54065006684492,6.68473671985608,28.2860389591756,6.65893488087794,0.381459780438925,4.73264763745556,0.502222222222222,0.0377938080281641,0.0411417526662755,0.0466641355745004,0.0392089186483968,0.0399682462982777,0.053014875918959,0.0663031097918752,0.0842508542436061,0.0832499223414904,0.0706174714389259,0.0602284885928278,0.0654747523556415,0.0836641010596072,0.0857349946501916,0.0595036758361233,0.0256445656300694,0.0267490422117144,0.0444810543657331,0.0016941368576823,0.281296379387706,0.164808614917337,0.0791276530566321,0.6199,16.804,1.42865326325566,0.541002704005263,-0.150705838774818
7,202000,31997,1594.3,100,2133,98.6,94.6,92.8,82.6,94,26.6,451.7,2.21,0.66,15999,2870,150,29.4,91.144,358,329,3.8,118.09,7.41,4962.43,951.22,84.11,4629.13,572.31,970,100.6,2.8,-8.57,-0.3,84.9,10,619.9,35.4,16.96,36.14,23.12,16.94,323.39,16.6488733971059,50.7318745679753,0.63,0.0823514704503547,0.1351,1,0.302327097320905,0.0528648719118701,0.133237728961606,0.385111791930122,0.108663059774461,0.212799406908766,0.534331343563459,0.595572976712013,7.37419004741332,39.9286864296836,6.85774537122786,0.329640804170935,7.41203862862143,0.94027983578183,0.0376910335343938,0.042128949589024,0.0445666781260743,0.0381285745538644,0.0384723567834485,0.0508797699784355,0.0641310122824015,0.0831952995593337,0.0814451354814514,0.070850392224271,0.0585992436790949,0.0638184829827796,0.0840703815982748,0.0836953464387286,0.0649435884614183,0.033471887989499,0.0313154358221083,0.0556548378861373,0.0016941368576823,0.297496640310029,0.162515235803357,0.0885042509957548,0.6199,16.96,0.729861234239559,0.538355490295914,-0.161900308612627
8,202000,9107,143.2,76.4,2277,94.9,85.7,81.2,65.4,80.2,27.1,376,2.66,0.72,4554,4474,112,18.9,62.71,110,95,3.8,10.69,7.47,4428.37,775.31,23.74,4208.05,490.37,844,83.91,2.7,-4.9,-3,84.9,10,619.9,35.4,16.96,36.14,23.12,16.94,323.39,16.5523771357598,50.7053825486722,7.81,0.0790600636872735,0.1228,3,0.288117770767613,0.0591482649842271,0.0799158780231335,0.464248159831756,0.083596214511041,-0.172425929039731,0.518282639727682,0.517835671342685,4.96424225452655,11.9666202413213,6.65326294937467,0.289130099628249,5.11331942461843,0.97984375,0.0460085648402328,0.048424289008455,0.0483144833644449,0.0452399253321621,0.0500713736686066,0.0517184583287581,0.0663226089821017,0.0787306467552432,0.0897112111562534,0.0784012298232129,0.05380476556495,0.0679696936422532,0.0782914241792028,0.077412979027122,0.049412539804546,0.0238278247501922,0.0221807400900406,0.0595130748422002,0.0016941368576823,0.251125507851104,0.187987262545295,0.0630640206934747,0.6199,17.5966666666667,1.45525660753768,0.554163616131955,-0.263466277536388
9,202000,6129,292.8,100,3065,98.5,89.8,87.4,74.5,93.3,24.8,387.2,2.58,0.73,6129,3746,71,15.5,1.42,82,86,4.6,3.82,1.31,5379.73,570.37,110.9,4313.33,309.76,714,87.62,3.3,-8.95,0.3,84.9,10,619.9,35.4,16.96,36.14,23.12,16.94,323.39,16.7548836666276,50.682257436568,8.66,0.0659161364007179,0.1018,1,0.195034040849019,0.0688826591910292,0.116139367240689,0.500600720865038,0.0961153384060873,-0.132192166496947,0.520476423560124,0.509570824098328,5.67948978208716,17.111399708966,6.34628527304653,0.310024738377581,3.15810083210964,0.0676190476190476,0.040952847120248,0.0478055147658672,0.0531897536302823,0.044868657203459,0.0522108011094795,0.0654266601403165,0.0696687877304617,0.0828846467612987,0.0815793767335618,0.0662424539076521,0.0584108337412302,0.0628161200848426,0.0913689019415892,0.0672214064284549,0.042258117147985,0.0203948441833904,0.0261054005547398,0.0780619111709287,0.0016941368576823,0.247348670256159,0.186816772719856,0.0611813646774902,0.6199,16.515,1.32898495148691,0.53522712913713,-0.165709221674416
